Month,credit_amount,credit_term,Age,sex,education,product_type,having_children_flg,region,income,family_status,phone_operator,is_client,target
2,9500,3,31,0,Secondary special education,4,1,8,14000,1,0,1,1
10,17000,2,38,0,Higher education,0,1,2,21000,1,1,0,0
5,15000,3,45,0,Secondary education,0,1,1,16000,0,1,0,0
3,38500,8,43,0,Secondary special education,1,1,1,46000,1,1,1,0
10,5500,4,20,0,Secondary special education,0,0,1,26000,1,2,0,0
3,36000,11,54,0,Secondary special education,2,0,0,51000,1,0,0,0
5,5000,5,38,0,Secondary special education,2,1,8,31000,1,2,1,1
8,35500,6,46,1,Secondary education,3,1,0,16000,1,0,0,0
5,12500,16,28,0,Secondary special education,4,1,0,31000,1,2,1,1
4,24500,17,24,1,Secondary special education,1,1,0,26000,1,4,0,0
5,17500,3,25,1,Secondary education,0,0,1,21000,1,3,0,0
9,12000,7,38,1,Higher education,0,1,1,18000,1,1,1,0
4,37500,4,50,1,Secondary special education,1,0,1,56000,1,1,0,0
12,14000,16,47,1,Secondary special education,2,0,1,16000,0,0,0,0
10,30500,6,23,0,Higher education,1,0,1,46000,1,2,0,0
8,17000,17,27,0,Secondary special education,0,0,2,38000,1,0,0,0
11,22500,2,53,0,Higher education,2,1,1,81000,0,2,0,0
8,29000,5,26,0,Secondary education,0,1,1,16000,1,1,0,0
1,7000,16,31,0,Secondary education,2,1,1,21000,0,2,0,0
4,58500,2,37,1,Secondary special education,0,1,0,30000,1,0,0,0
9,44000,4,21,0,Higher education,0,0,3,41000,1,1,0,0
7,14500,4,31,0,Higher education,1,0,0,21000,1,1,0,0
10,8000,2,28,1,Secondary education,0,0,1,16000,1,0,0,0
3,166000,4,40,0,Higher education,2,1,1,71000,0,1,0,0
12,36500,5,38,0,Secondary special education,1,1,1,26000,1,1,1,0
6,10500,7,62,0,Higher education,1,0,2,33000,1,1,1,0
2,131000,3,31,0,Secondary special education,2,0,2,39000,1,3,0,0
3,53500,8,39,0,Higher education,2,1,7,26000,1,0,1,1
7,18000,10,31,1,Secondary special education,0,1,1,18000,1,2,1,0
11,19000,6,45,0,Secondary special education,0,0,0,26000,0,1,0,0
2,21000,6,33,0,Secondary special education,0,0,1,41000,1,1,1,0
9,44000,9,43,1,Secondary special education,2,0,1,23000,1,0,0,0
10,31000,6,32,0,Higher education,0,0,0,37000,0,1,0,0
1,38000,2,32,0,Higher education,1,0,1,39000,1,1,1,0
4,19000,4,30,0,Secondary special education,0,0,8,26000,0,0,0,0
3,10000,3,36,0,Secondary special education,2,1,1,23000,0,0,0,0
2,41000,9,26,0,Secondary special education,1,1,1,26000,1,0,0,0
11,19000,17,28,0,Higher education,2,0,2,33000,1,0,0,0
10,9000,12,30,1,Secondary special education,0,1,1,15000,1,2,0,0
4,40000,3,42,0,Secondary special education,0,0,2,18000,1,1,0,0
1,123500,17,41,0,Secondary special education,1,0,2,26000,1,0,1,0
6,30000,9,37,0,Secondary special education,0,1,6,33000,2,1,0,1
1,9500,7,42,1,Higher education,1,0,8,51000,0,0,0,0
5,55000,2,34,0,Secondary special education,2,0,1,44000,0,1,0,0
6,18500,17,39,0,Secondary special education,0,0,0,25000,0,3,0,0
9,80000,4,41,0,Secondary special education,0,1,1,21000,0,0,0,0
5,12500,4,25,0,Higher education,2,1,1,31000,0,1,1,1
5,16000,4,31,0,Secondary education,0,0,1,21000,1,3,1,0
1,12000,12,26,1,Secondary special education,0,0,2,22000,1,0,0,0
6,24500,7,31,0,Higher education,0,0,1,24000,1,0,0,0
7,22500,4,27,1,Secondary special education,1,1,1,36000,1,1,0,0
7,9000,4,23,0,Secondary special education,1,1,8,15000,1,2,0,1
5,17500,3,20,0,Secondary education,0,1,1,31000,1,1,0,0
8,6500,4,33,0,Secondary special education,2,0,0,28000,0,1,1,1
8,22500,2,23,0,Higher education,2,0,0,21000,1,2,0,0
3,78000,8,27,0,Higher education,0,0,0,71000,0,0,0,0
2,13000,16,49,0,Higher education,2,0,1,41000,1,1,0,0
11,12500,6,31,0,Higher education,1,1,0,17000,1,1,0,0
9,51000,8,32,1,Higher education,0,0,0,32000,1,1,1,0
5,18000,16,27,1,Higher education,1,0,5,41000,1,0,0,1
11,34500,13,33,0,Secondary special education,0,0,2,31000,1,1,1,0
4,13500,2,22,0,Secondary special education,0,0,1,19000,1,1,0,0
2,20500,15,24,0,Secondary special education,3,1,1,16000,0,1,0,0
8,28000,16,52,0,Higher education,1,0,1,26000,1,1,0,0
1,17000,17,29,0,Secondary special education,1,0,1,23000,1,0,1,0
7,13000,16,36,0,Secondary special education,2,1,1,16000,1,0,0,0
9,33000,8,26,0,Secondary special education,0,0,1,36000,1,1,0,0
9,17000,17,32,0,Higher education,0,0,1,26000,1,3,0,0
8,34500,3,28,1,Secondary special education,1,0,2,31000,1,0,0,0
9,35500,16,26,0,Higher education,1,0,1,31000,1,0,0,0
5,25500,5,49,0,Higher education,1,0,0,66000,1,2,0,0
8,10000,16,35,0,Secondary special education,1,0,1,29000,1,1,1,1
3,32500,17,25,0,Secondary special education,1,1,0,38000,1,0,0,0
5,23000,2,27,0,Secondary special education,1,0,1,26000,1,1,1,0
4,19500,2,23,1,Secondary special education,1,1,1,26000,1,2,0,0
5,23000,8,44,0,Higher education,1,1,8,51000,1,3,1,1
2,13000,2,27,0,Incomplete higher education,0,0,1,43000,1,1,0,0
1,30000,16,25,1,Secondary special education,1,1,2,31000,1,1,0,0
2,19000,2,26,1,Secondary special education,1,1,1,16000,1,2,1,0
3,28500,3,25,0,Secondary education,0,0,0,41000,1,2,1,0
9,48500,5,49,1,Higher education,3,0,1,91000,1,1,0,0
9,11000,3,37,0,Higher education,2,0,6,21000,1,2,1,1
8,17000,2,38,0,Secondary education,0,0,7,21000,1,1,0,1
10,21000,3,45,0,Secondary education,0,1,0,41000,0,1,0,0
9,29000,4,21,1,Secondary education,1,1,2,31000,1,0,0,0
3,25500,2,26,0,Secondary special education,0,0,1,27000,1,1,0,0
1,42000,5,42,0,Secondary special education,1,0,7,36000,1,1,1,1
5,9000,16,23,0,Incomplete higher education,0,0,0,23000,1,0,0,0
6,8500,16,74,1,Higher education,3,0,1,16000,1,0,0,0
10,157500,3,44,1,Secondary education,1,0,0,66000,0,0,0,0
1,22500,6,36,0,Secondary special education,2,0,1,21000,0,0,0,0
10,30000,16,20,0,Higher education,1,0,2,66000,1,1,0,0
6,13500,12,32,0,Secondary special education,2,0,8,31000,0,1,1,1
2,29000,3,29,0,Secondary special education,1,1,1,36000,1,0,1,0
3,13000,16,64,0,Higher education,3,0,2,26000,1,2,0,0
9,6000,2,46,0,Secondary special education,2,1,1,14000,1,2,0,0
6,90000,3,56,0,Secondary special education,1,1,1,131000,1,0,1,1
4,11000,3,30,0,Incomplete higher education,1,1,1,24000,1,1,1,0
10,12500,3,28,0,Secondary special education,2,0,8,34000,0,2,0,1
5,9500,7,40,0,Secondary special education,1,0,1,13000,1,1,1,0
11,35500,3,27,0,Higher education,0,0,2,26000,1,3,0,0
5,55000,5,29,0,Higher education,0,0,1,46000,1,1,0,0
6,31500,3,34,0,Secondary special education,2,0,1,26000,0,0,0,0
9,31500,9,31,1,Secondary special education,2,1,2,36000,1,3,0,0
9,49000,3,25,0,Higher education,1,1,0,31000,1,1,0,0
4,28000,3,21,0,Higher education,1,0,0,101000,1,2,0,0
5,11500,7,33,0,Secondary special education,0,0,1,32000,1,2,1,0
4,20000,7,28,0,Secondary special education,0,0,1,26000,1,2,0,0
8,17500,12,34,0,Secondary special education,0,0,1,21000,1,3,0,0
6,17500,5,28,0,Higher education,0,1,8,21000,1,0,1,1
6,129000,6,24,0,Higher education,0,0,1,101000,1,0,0,0
11,50500,12,35,0,Secondary special education,0,0,1,16000,1,1,1,0
5,7000,16,36,0,Higher education,2,0,8,36000,0,1,1,1
1,66000,7,35,0,Secondary special education,1,0,1,78000,1,1,0,0
11,41000,4,36,0,Secondary special education,0,1,0,31000,0,1,0,0
7,20000,5,29,0,Secondary special education,1,1,2,14000,1,2,1,0
12,26000,16,35,0,Higher education,0,1,1,26000,1,2,0,0
7,40000,16,31,0,Secondary special education,2,0,1,31000,1,1,0,0
1,20000,17,31,0,Secondary education,0,1,2,16000,1,1,0,0
2,16000,16,25,1,Secondary special education,1,0,0,31000,1,0,0,0
6,60500,4,42,1,Secondary education,1,1,7,14000,1,1,1,1
9,30500,8,52,0,Higher education,2,1,1,42000,1,2,0,0
6,14500,2,72,0,Secondary special education,2,1,1,21000,1,0,0,0
8,15500,2,44,0,Secondary special education,2,1,1,18000,0,3,0,0
2,18000,4,42,1,Secondary special education,2,1,1,23000,0,0,0,0
8,15000,8,24,0,Secondary special education,0,1,1,44000,1,1,0,0
5,49500,2,49,0,Higher education,0,1,0,46000,0,1,0,0
5,13500,8,25,1,Secondary special education,1,0,1,13000,1,1,0,0
12,35500,16,39,1,Higher education,0,0,0,26000,0,1,0,0
8,39500,17,31,0,Higher education,0,1,0,30000,1,1,0,0
5,13500,8,59,1,Higher education,2,0,1,31000,1,2,0,0
9,36000,17,27,0,Higher education,2,1,2,21000,0,0,1,1
3,25000,16,31,1,Secondary special education,0,0,1,24000,1,1,0,0
8,30500,16,38,1,Higher education,3,1,2,51000,0,0,0,0
9,20500,3,21,0,Higher education,2,1,1,31000,0,2,0,0
9,5500,16,30,0,Higher education,0,1,1,26000,1,3,0,0
12,21000,3,29,0,Higher education,0,1,2,41000,1,1,0,0
8,31500,3,24,0,Higher education,0,1,1,71000,1,0,0,0
3,29000,10,25,0,Secondary special education,1,1,0,31000,1,1,0,0
4,31000,6,44,0,Secondary special education,3,0,1,43000,1,1,0,0
3,57500,3,34,0,Secondary education,0,1,1,36000,0,1,0,0
2,106000,9,34,1,Higher education,2,0,1,49000,1,1,0,0
11,28000,7,22,1,Secondary education,0,0,1,31000,1,1,0,0
7,30000,16,44,0,Higher education,3,0,2,46000,0,3,0,0
4,8500,7,48,1,Higher education,2,0,1,18000,0,0,0,0
9,31500,3,34,1,Higher education,0,0,2,61000,1,0,0,0
2,11000,3,45,0,Secondary special education,0,0,8,21000,2,1,1,1
8,29500,2,38,0,Secondary special education,2,0,1,12000,0,3,0,0
9,10000,17,39,1,Secondary special education,3,1,1,16000,1,1,0,0
3,26000,16,27,0,Secondary special education,1,1,1,19000,1,1,0,0
6,71500,4,25,0,Secondary special education,0,1,0,21000,1,1,0,0
4,27500,3,50,1,Incomplete higher education,0,0,1,26000,0,2,0,0
9,12500,3,26,0,Secondary education,0,0,1,21000,1,2,0,0
2,41500,3,25,1,Higher education,2,1,1,44000,1,1,0,0
3,34500,8,26,0,Higher education,3,1,6,41000,1,0,0,1
11,19000,2,26,0,Secondary special education,2,0,2,16000,1,0,0,0
3,19000,16,25,0,Secondary special education,3,0,6,41000,1,0,0,1
5,29000,4,44,1,Higher education,1,0,1,31000,1,1,1,0
12,19000,16,25,1,Secondary special education,0,1,7,21000,2,1,0,1
6,15500,17,26,1,Secondary special education,1,0,1,26000,1,0,0,0
10,27000,8,29,0,Secondary special education,1,1,1,17000,1,1,0,0
11,8000,16,24,0,Secondary special education,0,1,2,20000,1,0,0,0
8,48000,3,29,0,Secondary education,2,1,1,16000,0,3,0,0
1,26000,3,35,0,Higher education,2,0,0,56000,0,1,0,0
6,21000,2,44,1,Secondary special education,2,1,2,101000,1,0,0,0
9,13000,3,30,0,Higher education,1,1,1,26000,1,1,0,0
10,15000,5,28,1,Secondary special education,1,0,1,21000,1,1,1,0
9,14500,2,35,0,Secondary special education,1,0,1,18000,1,0,1,0
3,15000,17,33,0,Higher education,0,0,0,33000,0,1,0,0
11,10000,6,38,0,Secondary special education,0,1,1,28000,1,2,1,1
3,12000,5,35,0,Secondary special education,1,0,1,36000,1,1,0,0
6,25000,3,21,0,Secondary special education,0,0,2,18000,1,1,0,0
10,37000,2,37,0,Secondary special education,0,1,6,46000,1,2,0,1
10,15000,4,27,0,Incomplete higher education,0,0,1,36000,1,2,1,0
1,25000,6,52,1,Higher education,0,1,1,31000,0,0,0,0
9,35000,2,40,0,Secondary special education,2,1,1,51000,0,2,0,0
9,18000,7,23,1,Secondary education,1,1,1,101000,1,1,0,0
7,16500,17,22,0,Incomplete higher education,0,1,0,26000,0,2,0,0
7,41000,16,25,1,Incomplete higher education,1,1,7,21000,2,1,0,1
2,22000,11,39,0,Higher education,2,0,1,51000,1,1,0,0
8,20500,16,24,1,Incomplete secondary education,0,0,0,11000,1,3,0,0
11,12000,3,24,0,Secondary special education,1,1,0,31000,1,3,0,0
4,31500,3,59,0,Higher education,2,0,1,76000,1,1,0,0
4,31500,3,51,0,Secondary special education,0,1,0,19000,0,2,0,0
2,68000,7,39,0,Secondary special education,0,1,1,51000,0,2,0,0
1,35500,16,34,0,Higher education,2,0,1,26000,0,3,0,0
5,11500,6,35,0,Higher education,0,1,1,46000,1,0,0,0
7,7500,6,36,1,Incomplete higher education,2,0,1,17000,0,1,0,0
6,47500,5,31,0,Higher education,0,0,1,39000,1,1,0,0
7,11500,9,52,1,PhD degree,0,1,1,21000,0,1,0,0
9,14500,17,27,1,Higher education,0,0,1,26000,1,1,0,0
6,19000,17,27,0,Secondary special education,0,0,1,36000,1,1,0,0
7,8000,2,29,0,Secondary special education,1,0,1,31000,1,1,0,0
3,10500,17,31,0,Secondary special education,1,0,1,21000,1,0,1,0
8,14000,6,29,0,Secondary education,0,1,0,21000,1,2,1,0
3,29500,4,37,0,Higher education,0,0,0,74000,0,2,0,0
7,60500,5,42,0,Incomplete higher education,2,0,1,41000,0,0,0,0
6,29500,2,29,0,Higher education,0,0,1,51000,1,1,0,0
11,5000,2,37,1,Secondary special education,1,0,0,31000,1,1,0,0
4,15000,16,44,0,Higher education,0,0,0,66000,1,3,0,0
8,11000,16,31,0,Secondary special education,0,0,0,26000,0,1,0,0
10,14500,2,35,0,Secondary special education,1,0,0,31000,0,0,0,0
6,11500,10,41,0,Secondary special education,0,0,0,16000,0,3,0,0
1,28500,5,30,1,Higher education,0,0,1,21000,1,0,0,0
8,16500,7,37,0,Secondary special education,0,0,1,18000,1,0,0,0
12,20500,16,22,0,Higher education,0,1,1,26000,1,0,0,0
3,20500,2,47,0,Higher education,3,0,1,41000,1,1,0,0
1,12000,17,43,1,Higher education,2,0,2,26000,1,0,0,0
3,9000,2,23,1,Secondary education,0,1,0,38000,1,2,0,0
2,23500,6,32,1,Higher education,2,1,1,31000,1,1,0,0
7,82000,3,21,0,Higher education,0,0,2,46000,1,1,0,0
5,15000,4,30,0,Secondary special education,0,0,1,19000,1,0,0,0
3,6500,4,44,0,Secondary special education,0,0,1,16000,0,0,0,0
7,48500,3,23,1,Secondary special education,1,1,0,26000,1,0,0,0
3,49000,2,31,0,Secondary special education,1,0,1,66000,1,1,0,0
9,11500,17,37,0,Secondary education,0,0,1,41000,1,4,1,0
8,89000,16,44,0,Secondary special education,2,0,1,41000,0,0,0,0
8,54500,16,26,0,Higher education,1,1,1,66000,1,1,1,0
1,8500,16,50,1,Secondary education,2,1,1,21000,1,1,0,0
8,33000,4,42,0,Higher education,1,0,2,36000,1,1,1,0
1,36000,6,46,0,Secondary special education,0,1,1,40000,1,1,0,0
5,54000,6,32,1,Higher education,0,0,1,51000,1,3,0,0
6,52500,2,40,0,Secondary education,2,1,4,56000,0,2,1,1
3,22500,5,23,0,Secondary education,1,1,0,61000,1,0,0,0
4,25500,4,51,0,Higher education,2,1,1,19000,0,2,0,0
10,9000,4,40,0,Higher education,0,1,1,41000,1,1,0,0
1,20000,17,40,0,Secondary special education,2,1,2,21000,1,1,0,0
3,13000,3,30,0,Secondary special education,1,1,1,25000,1,0,0,0
12,127000,7,31,0,Higher education,1,1,0,66000,1,1,0,0
5,37000,6,23,0,Higher education,2,1,1,31000,0,0,0,0
3,57000,4,37,0,Higher education,0,1,1,31000,1,4,0,0
9,73000,4,23,1,Higher education,1,0,1,28000,1,1,0,0
4,8000,7,21,0,Higher education,1,0,2,14000,1,1,0,0
1,13500,7,34,0,Secondary special education,0,0,2,26000,1,0,0,0
10,39500,10,32,0,Higher education,1,1,0,20000,1,1,0,0
5,7000,2,27,0,Secondary special education,1,0,1,16000,1,1,1,0
5,8000,5,33,0,Secondary special education,0,1,1,19000,1,1,0,0
1,101000,2,28,1,Higher education,1,0,0,96000,1,1,1,0
1,8500,17,49,0,Secondary special education,2,0,1,25000,1,0,0,0
12,103000,3,43,0,Higher education,0,1,0,36000,0,1,0,0
9,25000,6,24,1,Secondary special education,1,0,0,24000,1,1,0,0
1,28000,16,30,0,Higher education,1,0,1,31000,1,1,0,0
11,8500,6,48,1,Secondary special education,2,0,1,26000,1,1,0,0
7,58000,3,36,0,Secondary special education,1,1,2,41000,1,1,1,0
6,7500,8,44,1,Secondary special education,1,1,0,20000,1,1,1,1
2,20000,8,41,1,Secondary special education,2,0,1,16000,1,0,0,0
7,32000,17,27,1,Secondary education,1,0,8,31000,1,0,0,1
6,73000,16,21,1,Secondary special education,0,0,1,21000,1,0,1,0
2,7500,2,22,1,Secondary special education,2,1,8,26000,0,1,1,1
7,28000,16,52,0,Secondary special education,0,0,1,31000,0,1,0,0
9,36000,2,21,0,Higher education,2,0,1,31000,1,2,0,0
10,8000,16,42,1,Secondary special education,0,1,0,14000,0,0,0,0
1,19500,17,27,0,Secondary special education,1,1,1,11000,1,2,0,0
5,23500,7,43,0,Secondary special education,0,0,1,36000,1,2,0,0
3,29500,2,28,1,Higher education,1,0,1,26000,1,0,0,0
6,19500,6,41,1,Secondary special education,2,0,1,20000,0,3,0,1
5,33000,5,50,0,Incomplete higher education,2,0,1,36000,0,1,0,0
2,31000,17,30,0,Secondary special education,0,0,1,28000,1,0,1,1
4,32000,4,27,0,Higher education,0,1,0,35000,1,3,0,0
9,8000,16,35,0,Secondary special education,0,0,2,31000,1,0,1,0
1,24000,17,51,0,Secondary special education,0,0,1,71000,0,1,0,0
1,14500,16,41,1,Higher education,0,0,1,26000,0,1,0,0
5,29000,16,46,0,Higher education,0,0,1,51000,0,0,0,0
6,7000,3,41,1,Secondary special education,2,0,1,6000,1,2,0,0
5,78000,2,26,0,Secondary special education,2,1,1,28000,1,4,0,0
11,32000,4,30,0,Secondary special education,1,1,1,31000,1,0,1,0
7,77000,16,22,0,Higher education,0,0,2,66000,1,0,0,0
6,85000,16,36,1,Higher education,0,0,1,31000,0,1,0,0
5,23500,4,31,0,Higher education,0,1,0,41000,1,0,0,0
9,41000,6,25,0,Higher education,0,1,0,26000,1,3,1,1
3,14500,16,35,1,Secondary special education,0,0,1,19000,1,0,0,0
1,8000,2,25,1,Incomplete secondary education,3,0,7,21000,1,1,1,1
1,25000,16,49,0,Higher education,2,0,1,16000,0,2,0,0
7,40500,2,38,0,Higher education,0,1,1,21000,0,1,0,0
2,38000,17,44,0,Higher education,0,1,1,36000,1,0,0,0
3,23000,4,30,1,Secondary education,1,1,7,26000,1,2,0,1
9,21000,3,21,1,Secondary education,0,0,1,41000,1,0,0,0
3,11000,16,46,0,Secondary education,2,1,1,31000,0,0,0,0
12,11000,16,50,0,Higher education,0,1,1,37000,0,0,0,0
1,6500,3,24,0,Higher education,2,0,7,26000,0,0,1,1
8,16500,3,28,0,Secondary special education,0,1,1,24000,1,2,0,0
1,61000,16,46,1,Secondary education,0,1,0,16000,0,0,0,0
2,12500,17,35,1,Secondary special education,2,1,0,16000,0,2,0,0
7,16500,3,26,0,Secondary education,0,0,1,21000,1,0,1,1
4,16500,16,61,0,Secondary special education,2,0,1,19000,1,2,0,0
3,57500,9,34,1,Higher education,1,1,1,17000,1,1,1,0
3,39000,5,22,1,Secondary special education,0,1,0,41000,1,0,0,0
4,17000,6,29,1,Secondary education,0,0,1,17000,0,3,0,0
2,6000,16,23,1,Secondary education,0,1,0,13000,1,1,0,0
11,35500,8,30,0,Secondary special education,2,0,2,9000,0,0,0,0
9,9500,4,24,1,Secondary special education,0,0,1,11000,1,0,0,0
9,19500,5,44,0,Secondary special education,0,1,1,21000,1,1,0,0
7,9500,5,37,0,Secondary special education,2,0,3,18000,1,2,0,0
9,50500,17,39,1,Secondary education,0,0,0,34000,0,1,0,0
9,7500,8,31,0,Secondary special education,1,0,1,26000,1,1,0,0
11,201000,5,44,0,Secondary special education,2,0,1,41000,0,4,0,0
8,24000,2,23,0,Secondary special education,1,0,1,26000,1,3,1,0
8,14000,5,23,0,Secondary education,1,0,0,21000,1,1,0,0
9,48000,4,47,0,Higher education,0,0,0,22000,1,0,0,0
6,5000,6,44,0,Secondary special education,3,0,1,16000,0,1,0,0
3,16000,4,63,1,Secondary special education,0,0,1,24000,0,1,0,0
8,28500,16,23,1,Secondary special education,0,1,2,16000,1,1,0,0
6,9000,3,24,0,Secondary special education,2,1,1,31000,1,0,0,0
1,30000,2,27,1,Secondary special education,1,0,1,41000,1,0,1,0
7,28500,16,25,0,Secondary special education,0,0,1,26000,1,1,0,0
8,26500,16,27,1,Secondary education,1,0,0,36000,1,1,0,0
4,18000,2,21,0,Secondary special education,0,1,1,10000,1,1,0,0
7,26500,2,60,1,Higher education,0,0,1,56000,1,1,0,0
3,31000,3,30,0,Secondary special education,2,0,1,31000,0,0,0,0
9,9000,4,52,0,Secondary special education,0,0,1,19000,0,2,0,0
6,9500,6,26,0,Secondary special education,1,0,1,26000,1,2,0,0
6,9000,2,22,0,Higher education,0,0,1,21000,1,0,0,0
9,8500,3,60,0,Secondary special education,3,1,1,10000,1,0,0,0
3,12000,16,36,0,Secondary special education,2,0,1,13000,1,0,0,0
10,9500,8,33,0,Secondary special education,0,1,1,24000,1,0,1,0
4,20000,8,41,0,Secondary special education,0,1,0,41000,0,4,0,0
5,25000,3,41,0,Secondary special education,0,1,0,36000,1,1,1,1
7,42500,16,21,0,Higher education,0,0,0,40000,1,1,0,0
1,84000,5,26,0,Secondary special education,0,1,0,27000,0,1,0,0
3,15000,6,40,1,Higher education,2,0,8,36000,0,0,1,1
5,121000,7,22,0,Higher education,0,1,0,21000,1,2,1,0
12,45000,16,42,1,Higher education,0,1,0,51000,0,2,0,0
3,15000,4,54,0,Incomplete higher education,2,1,1,16000,1,0,0,0
12,6500,3,37,0,Incomplete higher education,0,0,1,26000,1,1,0,0
1,101000,4,35,0,Secondary special education,2,1,1,33000,0,3,0,0
7,13000,4,28,0,Secondary special education,1,1,0,36000,1,0,0,0
3,13000,16,22,0,Secondary special education,1,1,1,16000,1,1,0,0
11,5000,2,26,0,Secondary education,0,0,2,27000,1,0,0,0
1,40500,3,27,0,Secondary special education,0,1,2,26000,1,1,0,0
2,44500,2,27,0,Higher education,2,0,1,81000,0,3,0,0
8,34500,5,39,0,Higher education,0,0,0,31000,0,2,0,0
9,8500,2,44,0,Higher education,2,1,2,31000,0,0,0,0
8,21500,16,23,0,Secondary special education,1,0,0,22000,1,1,0,0
1,14500,4,24,1,Secondary special education,0,1,2,26000,1,2,0,0
10,13000,16,25,1,Higher education,1,1,1,36000,1,0,0,0
5,7500,6,32,1,Secondary special education,2,0,1,13000,0,0,0,0
